Peer,vendor,KPI,value,,,
Business Software Generalists,MS SSIS,Time to Market,4.93830703,,,
Business Software Generalists,Oracle Data Integrator,Time to Market,3.864956958,,,
Business Software Generalists,Oracle Database,Time to Market,2.136298422,,,
Business Software Generalists,SAP BW/4HANA,Time to Market,5.106469587,,,
Business Software Generalists,SAP DI,Time to Market,6.746054519,,,
Business Software Generalists,SAP DWC,Time to Market,9.909612626,,,
Business Software Generalists,Peer Group Average,Time to Market,5.662348544,,,
Business Software Generalists,Amazon RedShift,Recommendation,1.4,,,
Business Software Generalists,Google BigQuery,Recommendation,4.811764706,,,
Business Software Generalists,MS Azure Data Factory,Recommendation,1,,,
Business Software Generalists,MS Azure Synapse,Recommendation,2.542857143,,,
Business Software Generalists,MS SQL Server,Recommendation,2.039175258,,,
Business Software Generalists,MS SSIS,Recommendation,2.625806452,,,
Business Software Generalists,Oracle Data Integrator,Recommendation,1.9,,,
Business Software Generalists,Oracle Database,Recommendation,1.9,,,
Business Software Generalists,SAP BW/4HANA,Recommendation,1.8,,,
Business Software Generalists,SAP DI,Recommendation,1,,,
Business Software Generalists,SAP DWC,Recommendation,3.945454545,,,
Business Software Generalists,Peer Group Average,Recommendation,2.269550737,,,
Business Software Generalists,Amazon RedShift,Product Satisfaction,3.934782609,,,
Business Software Generalists,Google BigQuery,Product Satisfaction,6.04076087,,,
Business Software Generalists,MS Azure Data Factory,Product Satisfaction,4.945652174,,,
Business Software Generalists,MS Azure Synapse,Product Satisfaction,7.184006211,,,
Business Software Generalists,MS SQL Server,Product Satisfaction,4.012145075,,,
Business Software Generalists,MS SSIS,Product Satisfaction,1,,,
Business Software Generalists,Oracle Data Integrator,Product Satisfaction,4.882472826,,,
Business Software Generalists,Oracle Database,Product Satisfaction,3.4609375,,,
Business Software Generalists,SAP BW/4HANA,Product Satisfaction,4.10326087,,,
Business Software Generalists,SAP DI,Product Satisfaction,1.227096273,,,
Business Software Generalists,SAP DWC,Product Satisfaction,4.394268775,,,
Business Software Generalists,Peer Group Average,Product Satisfaction,4.107762107,,,
Business Software Generalists,Amazon RedShift,Support Quality,5.655172414,,,
Business Software Generalists,Google BigQuery,Support Quality,1,,,
Business Software Generalists,MS Azure Data Factory,Support Quality,4.211322146,,,
Business Software Generalists,MS Azure Synapse,Support Quality,4.742393509,,,
Business Software Generalists,MS SQL Server,Support Quality,2.989858012,,,
Business Software Generalists,MS SSIS,Support Quality,1.631008025,,,
Business Software Generalists,Oracle Data Integrator,Support Quality,3.464503043,,,
Business Software Generalists,Oracle Database,Support Quality,4.481599536,,,
Business Software Generalists,SAP BW/4HANA,Support Quality,4.279325187,,,
Business Software Generalists,SAP DI,Support Quality,2.113590264,,,
Business Software Generalists,SAP DWC,Support Quality,5.929006085,,,
Business Software Generalists,Peer Group Average,Support Quality,3.681616202,,,
Business Software Generalists,Amazon RedShift,Customer Satisfaction,4.481055903,,,
Business Software Generalists,Google BigQuery,Customer Satisfaction,6.132793916,,,
Business Software Generalists,MS Azure Data Factory,Customer Satisfaction,4.173151359,,,
Business Software Generalists,MS Azure Synapse,Customer Satisfaction,5.670399951,,,
Business Software Generalists,MS SQL Server,Customer Satisfaction,4.225502531,,,
Business Software Generalists,MS SSIS,Customer Satisfaction,3.667482246,,,
Business Software Generalists,Oracle Data Integrator,Customer Satisfaction,3.424330422,,,
Business Software Generalists,Oracle Database,Customer Satisfaction,2.627972102,,,
Business Software Generalists,SAP BW/4HANA,Customer Satisfaction,3.663997484,,,
Business Software Generalists,SAP DI,Customer Satisfaction,3.36693809,,,
Business Software Generalists,SAP DWC,Customer Satisfaction,6.246184673,,,
Business Software Generalists,Peer Group Average,Customer Satisfaction,4.334528062,,,
Business Software Generalists,Amazon RedShift,Performance,1.178060413,,,
Business Software Generalists,Google BigQuery,Performance,5.515103339,,,
Business Software Generalists,MS Azure Data Factory,Performance,4.174562798,,,
Business Software Generalists,MS Azure Synapse,Performance,5.120826709,,,
Business Software Generalists,MS SQL Server,Performance,3.790143084,,,
Business Software Generalists,MS SSIS,Performance,1,,,
Business Software Generalists,Oracle Data Integrator,Performance,5.120826709,,,
Business Software Generalists,Oracle Database,Performance,4.899046105,,,
Business Software Generalists,SAP BW/4HANA,Performance,4.963116057,,,
Business Software Generalists,SAP DI,Performance,2.391219274,,,
Business Software Generalists,SAP DWC,Performance,3.124801272,,,
Business Software Generalists,Peer Group Average,Performance,3.752518705,,,
Business Software Generalists,Amazon RedShift,Platform Reliability,7.732954545,,,
Business Software Generalists,Google BigQuery,Platform Reliability,8.926136364,,,
Business Software Generalists,MS Azure Data Factory,Platform Reliability,7.136363636,,,
Business Software Generalists,MS Azure Synapse,Platform Reliability,1,,,
Business Software Generalists,MS SQL Server,Platform Reliability,7.30415483,,,
Business Software Generalists,MS SSIS,Platform Reliability,6.270344575,,,
Business Software Generalists,Oracle Data Integrator,Platform Reliability,7.136363636,,,
Business Software Generalists,Oracle Database,Platform Reliability,9.149857955,,,
Business Software Generalists,SAP BW/4HANA,Platform Reliability,8.210227273,,,
Business Software Generalists,SAP DI,Platform Reliability,5.21875,,,
Business Software Generalists,SAP DWC,Platform Reliability,5.122869318,,,
Business Software Generalists,Peer Group Average,Platform Reliability,6.655274739,,,
Business Software Generalists,Amazon RedShift,Development Efficiency,8.899483134,,,
Business Software Generalists,Google BigQuery,Development Efficiency,4.981821673,,,
Business Software Generalists,MS Azure Data Factory,Development Efficiency,5.532877351,,,
Business Software Generalists,MS Azure Synapse,Development Efficiency,2.410228509,,,
Business Software Generalists,MS SQL Server,Development Efficiency,4.927644851,,,
Business Software Generalists,MS SSIS,Development Efficiency,1,,,
Business Software Generalists,Oracle Data Integrator,Development Efficiency,4.801006529,,,
Business Software Generalists,Oracle Database,Development Efficiency,5.495103373,,,
Business Software Generalists,SAP BW/4HANA,Development Efficiency,5.639331289,,,
Business Software Generalists,SAP DI,Development Efficiency,3.19089072,,,
Business Software Generalists,SAP DWC,Development Efficiency,5.639331289,,,
Business Software Generalists,Peer Group Average,Development Efficiency,4.774338065,,,
Business Software Generalists,Amazon RedShift,Usability,8.744565217,,,
Business Software Generalists,Google BigQuery,Usability,4.75,,,
Business Software Generalists,MS Azure Data Factory,Usability,6.233695652,,,
Business Software Generalists,MS Azure Synapse,Usability,1,,,
Business Software Generalists,MS SQL Server,Usability,6.067794711,,,
Business Software Generalists,MS SSIS,Usability,2.96441094,,,
Business Software Generalists,Oracle Data Integrator,Usability,4.393342391,,,
Business Software Generalists,Oracle Database,Usability,5.677309783,,,
Business Software Generalists,SAP BW/4HANA,Usability,4.407608696,,,
Business Software Generalists,SAP DI,Usability,6.576086957,,,
Business Software Generalists,SAP DWC,Usability,8.381422925,,,
Business Software Generalists,Peer Group Average,Usability,5.381476116,,,
Business Software Generalists,Amazon RedShift,Customer Experience,6.482453154,,,
Business Software Generalists,Google BigQuery,Customer Experience,5.631426627,,,
Business Software Generalists,MS Azure Data Factory,Customer Experience,5.574090748,,,
Business Software Generalists,MS Azure Synapse,Customer Experience,2.580301491,,,
Business Software Generalists,MS SQL Server,Customer Experience,5.267902875,,,
Business Software Generalists,MS SSIS,Customer Experience,2.314166636,,,
Business Software Generalists,Oracle Data Integrator,Customer Experience,5.109530699,,,
Business Software Generalists,Oracle Database,Customer Experience,5.898968068,,,
Business Software Generalists,SAP BW/4HANA,Customer Experience,5.461477051,,,
Business Software Generalists,SAP DI,Customer Experience,4.219306271,,,
Business Software Generalists,SAP DWC,Customer Experience,5.630568613,,,
Business Software Generalists,Peer Group Average,Customer Experience,4.92456293,,,
Business Software Generalists,Amazon RedShift,Product Enhancement,9.621621622,,,
Business Software Generalists,Google BigQuery,Product Enhancement,8.445945946,,,
Business Software Generalists,MS Azure Data Factory,Product Enhancement,6.262548263,,,
Business Software Generalists,MS Azure Synapse,Product Enhancement,7.158301158,,,
Business Software Generalists,MS SQL Server,Product Enhancement,4.70990991,,,
Business Software Generalists,MS SSIS,Product Enhancement,2.903474903,,,
Business Software Generalists,Oracle Data Integrator,Product Enhancement,1,,,
Business Software Generalists,Oracle Database,Product Enhancement,3.246846847,,,
Business Software Generalists,SAP BW/4HANA,Product Enhancement,4.918918919,,,
Business Software Generalists,SAP DI,Product Enhancement,4.396396396,,,
Business Software Generalists,SAP DWC,Product Enhancement,9.8744551,,,
Business Software Generalists,Peer Group Average,Product Enhancement,5.685310824,,,
Business Software Generalists,Amazon RedShift,Automation,5.291086351,,,
Business Software Generalists,Google BigQuery,Automation,9.038997214,,,
Business Software Generalists,MS Azure Data Factory,Automation,7.885793872,,,
Business Software Generalists,MS Azure Synapse,Automation,6.18344608,,,
Business Software Generalists,MS SQL Server,Automation,6.811323288,,,
Business Software Generalists,MS SSIS,Automation,5.858951633,,,
Business Software Generalists,Oracle Data Integrator,Automation,5.707520891,,,
Business Software Generalists,Oracle Database,Automation,5.194986072,,,
Business Software Generalists,SAP BW/4HANA,Automation,4.791364903,,,
Business Software Generalists,SAP DI,Automation,7.116991643,,,
Business Software Generalists,SAP DWC,Automation,6.454231102,,,
Business Software Generalists,Peer Group Average,Automation,6.394063005,,,
Business Software Generalists,Amazon RedShift,Innovation,7.456353986,,,
Business Software Generalists,Google BigQuery,Innovation,8.74247158,,,
Business Software Generalists,MS Azure Data Factory,Innovation,7.074171067,,,
Business Software Generalists,MS Azure Synapse,Innovation,6.670873619,,,
Business Software Generalists,MS SQL Server,Innovation,5.760616599,,,
Business Software Generalists,MS SSIS,Innovation,4.381213268,,,
Business Software Generalists,Oracle Data Integrator,Innovation,3.353760446,,,
Business Software Generalists,Oracle Database,Innovation,4.22091646,,,
Business Software Generalists,SAP BW/4HANA,Innovation,4.855141911,,,
Business Software Generalists,SAP DI,Innovation,5.75669402,,,
Business Software Generalists,SAP DWC,Innovation,8.164343101,,,
Business Software Generalists,Peer Group Average,Innovation,6.039686914,,,
Business Software Generalists,Amazon RedShift,Connectivity,7.50533049,,,
Business Software Generalists,Google BigQuery,Connectivity,5.48024583,,,
Business Software Generalists,MS Azure Data Factory,Connectivity,8.253731343,,,
Business Software Generalists,MS Azure Synapse,Connectivity,7.291501675,,,
Business Software Generalists,MS SQL Server,Connectivity,7.384620675,,,
Business Software Generalists,MS SSIS,Connectivity,4.342733338,,,
Business Software Generalists,Oracle Data Integrator,Connectivity,8.253731343,,,
Business Software Generalists,Oracle Database,Connectivity,8.478251599,,,
Business Software Generalists,SAP BW/4HANA,Connectivity,5.858848614,,,
Business Software Generalists,SAP DI,Connectivity,6.906609808,,,
Business Software Generalists,SAP DWC,Connectivity,8.464219083,,,
Business Software Generalists,Peer Group Average,Connectivity,7.110893073,,,
Business Software Generalists,Amazon RedShift,Functionality,6.777777778,,,
Business Software Generalists,Google BigQuery,Functionality,5.078431373,,,
Business Software Generalists,MS Azure Data Factory,Functionality,3,,,
Business Software Generalists,MS Azure Synapse,Functionality,2.80952381,,,
Business Software Generalists,MS SQL Server,Functionality,3.583333333,,,
Business Software Generalists,MS SSIS,Functionality,2.11827957,,,
Business Software Generalists,Oracle Data Integrator,Functionality,4.416666667,,,
Business Software Generalists,Oracle Database,Functionality,5.354166667,,,
Business Software Generalists,SAP BW/4HANA,Functionality,5.222222222,,,
Business Software Generalists,SAP DI,Functionality,1,,,
Business Software Generalists,SAP DWC,Functionality,4.416666667,,,
Business Software Generalists,Peer Group Average,Functionality,3.979733462,,,
Business Software Generalists,Amazon RedShift,Adaptability,5.548913043,,,
Business Software Generalists,Google BigQuery,Adaptability,7.089673913,,,
Business Software Generalists,MS Azure Data Factory,Adaptability,7.60326087,,,
Business Software Generalists,MS Azure Synapse,Adaptability,7.60326087,,,
Business Software Generalists,MS SQL Server,Adaptability,6.119565217,,,
Business Software Generalists,MS SSIS,Adaptability,4.477079395,,,
Business Software Generalists,Oracle Data Integrator,Adaptability,5.035326087,,,
Business Software Generalists,Oracle Database,Adaptability,7.062643021,,,
Business Software Generalists,SAP BW/4HANA,Adaptability,6.319293478,,,
Business Software Generalists,SAP DI,Adaptability,4.864130435,,,
Business Software Generalists,SAP DWC,Adaptability,8.245244565,,,
Business Software Generalists,Peer Group Average,Adaptability,6.360762809,,,
Business Software Generalists,Amazon RedShift,Technical Capability,6.610673771,,,
Business Software Generalists,Google BigQuery,Technical Capability,5.882783705,,,
Business Software Generalists,MS Azure Data Factory,Technical Capability,6.285664071,,,
Business Software Generalists,MS Azure Synapse,Technical Capability,5.901428785,,,
Business Software Generalists,MS SQL Server,Technical Capability,5.695839742,,,
Business Software Generalists,MS SSIS,Technical Capability,3.646030768,,,
Business Software Generalists,Oracle Data Integrator,Technical Capability,5.901908032,,,
Business Software Generalists,Oracle Database,Technical Capability,6.965020429,,,
Business Software Generalists,SAP BW/4HANA,Technical Capability,5.800121438,,,
Business Software Generalists,SAP DI,Technical Capability,4.256913414,,,
Business Software Generalists,SAP DWC,Technical Capability,7.042043438,,,
Business Software Generalists,Peer Group Average,Technical Capability,5.817129781,,,
